,City,Tenure Months,Internet Service,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Value,Churn Score,CLTV,Churn Reason,Senior Citizen_Yes,Gender_Male,Partner_Yes,Dependents_Yes,Phone Service_Yes,Multiple Lines_No phone service,Multiple Lines_Yes,Online Security_No internet service,Online Security_Yes,Online Backup_No internet service,Online Backup_Yes,Device Protection_No internet service,Device Protection_Yes,Tech Support_No internet service,Tech Support_Yes,Streaming TV_No internet service,Streaming TV_Yes
5774,Palomar Mountain,68,Fiber optic,No,One year,No,Credit card (automatic),86.45,5762.95,0,39,4480,cliente_activo,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0
5775,Pauma Valley,46,DSL,No,One year,No,Credit card (automatic),33.7,1537.85,0,22,3007,cliente_activo,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
5776,Poway,33,Fiber optic,No,One year,No,Bank transfer (automatic),80.1,2603.3,0,54,3957,cliente_activo,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
5777,Ramona,53,Fiber optic,Yes,Two year,Yes,Bank transfer (automatic),104.05,5566.4,0,43,4190,cliente_activo,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0
5778,Ranchita,50,Fiber optic,Yes,Month-to-month,No,Bank transfer (automatic),108.75,5431.9,0,54,5211,cliente_activo,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
5779,Rancho Santa Fe,57,DSL,No,One year,Yes,Credit card (automatic),41.1,2258.25,0,41,5281,cliente_activo,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
5780,San Marcos,54,No,No internet service,Two year,Yes,Bank transfer (automatic),20.35,1092.35,0,79,5646,cliente_activo,0,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0
5781,Santa Ysabel,60,Fiber optic,Yes,Month-to-month,Yes,Electronic check,105.9,6401.25,0,40,5084,cliente_activo,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1
5782,Valley Center,10,DSL,Yes,Month-to-month,Yes,Electronic check,65.5,616.9,0,44,3137,cliente_activo,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0
5783,Vista,43,DSL,No,Month-to-month,Yes,Electronic check,40.45,1912.85,0,72,3176,cliente_activo,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0
5784,Vista,13,Fiber optic,No,Month-to-month,No,Bank transfer (automatic),70.45,849.1,0,53,5225,cliente_activo,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5785,Warner Springs,43,DSL,Yes,Two year,Yes,Electronic check,78.8,3460.3,0,24,3972,cliente_activo,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1
5786,San Diego,1,Fiber optic,Yes,Month-to-month,Yes,Electronic check,90.1,90.1,0,47,4142,cliente_activo,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
5787,San Diego,69,DSL,Yes,Two year,Yes,Credit card (automatic),82.45,5555.3,0,80,4631,cliente_activo,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1
5788,San Diego,61,No,No internet service,Two year,No,Credit card (automatic),20.25,1278.8,0,55,5974,cliente_activo,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0
5789,San Diego,43,DSL,No,Month-to-month,No,Bank transfer (automatic),66.25,2907.35,0,29,2168,cliente_activo,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
5790,San Diego,56,Fiber optic,Yes,Month-to-month,No,Mailed check,89.7,4952.95,0,49,5955,cliente_activo,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5791,San Diego,70,DSL,Yes,Two year,No,Bank transfer (automatic),64.55,4504.9,0,30,4858,cliente_activo,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1
5792,San Diego,49,Fiber optic,No,One year,Yes,Electronic check,93.65,4520.15,0,65,5542,cliente_activo,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1
5793,San Diego,32,DSL,Yes,Two year,No,Mailed check,73.6,2316.85,0,42,4343,cliente_activo,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0
5794,San Diego,72,Fiber optic,Yes,Two year,Yes,Mailed check,109.75,8075.35,0,34,6010,cliente_activo,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1
5795,San Diego,37,DSL,No,Two year,No,Credit card (automatic),61.45,2302.35,0,77,5447,cliente_activo,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0
5796,San Diego,69,Fiber optic,Yes,One year,Yes,Credit card (automatic),106.4,7251.9,0,26,4328,cliente_activo,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1
5797,San Diego,26,DSL,Yes,Month-to-month,No,Bank transfer (automatic),81.9,2078.55,0,55,3350,cliente_activo,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1
5798,Coronado,58,Fiber optic,Yes,One year,Yes,Credit card (automatic),105.2,6225.4,0,59,4605,cliente_activo,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1
5799,San Diego,24,DSL,No,One year,No,Bank transfer (automatic),54.6,1242.25,0,51,3398,cliente_activo,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
5800,San Diego,5,No,No internet service,One year,No,Electronic check,20.55,99.45,0,54,3629,cliente_activo,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0
5801,San Diego,30,No,No internet service,Two year,No,Mailed check,19.7,599.25,0,38,5045,cliente_activo,0,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0
5802,San Diego,55,DSL,No,One year,Yes,Credit card (automatic),66.05,3462.1,0,68,5501,cliente_activo,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
5803,San Diego,44,DSL,Yes,Two year,Yes,Credit card (automatic),54.05,2375.2,0,68,4896,cliente_activo,0,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0
5804,San Diego,47,DSL,No,One year,Yes,Mailed check,58.9,2813.05,0,40,5774,cliente_activo,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
5805,San Diego,64,Fiber optic,Yes,One year,Yes,Mailed check,96.9,6314.35,0,55,5369,cliente_activo,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1
5806,San Diego,1,No,No internet service,Month-to-month,No,Mailed check,19.1,19.1,0,30,2091,cliente_activo,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0
5807,San Diego,20,DSL,No,Month-to-month,No,Mailed check,50.0,1003.05,0,46,5741,cliente_activo,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5808,San Ysidro,37,DSL,No,Two year,No,Electronic check,45.4,1593.1,0,33,4051,cliente_activo,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1
5809,Indio,30,Fiber optic,No,Month-to-month,No,Electronic check,85.45,2509.95,0,21,3409,cliente_activo,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1
5810,Indio,38,DSL,Yes,One year,No,Bank transfer (automatic),84.1,3187.65,0,78,2604,cliente_activo,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1
5811,Banning,52,DSL,Yes,Two year,No,Credit card (automatic),66.25,3330.1,0,23,4275,cliente_activo,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1
5812,Beaumont,71,DSL,No,Two year,Yes,Credit card (automatic),76.9,5522.7,0,26,4633,cliente_activo,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1
5813,Brawley,66,DSL,Yes,Two year,Yes,Credit card (automatic),74.6,4798.4,0,78,4838,cliente_activo,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0
5814,Cabazon,72,Fiber optic,Yes,Two year,Yes,Credit card (automatic),116.95,8594.4,0,78,5949,cliente_activo,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
5815,Calexico,25,DSL,No,One year,Yes,Credit card (automatic),40.65,970.55,0,29,5079,cliente_activo,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
5816,Calipatria,69,Fiber optic,Yes,Two year,Yes,Bank transfer (automatic),114.35,7665.8,0,51,6082,cliente_activo,0,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1
5817,Cathedral City,53,DSL,Yes,Two year,No,Bank transfer (automatic),69.7,3686.05,0,22,4975,cliente_activo,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0
5818,Desert Center,26,Fiber optic,Yes,Month-to-month,Yes,Electronic check,98.65,2537,0,62,4191,cliente_activo,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
5819,Desert Hot Springs,21,DSL,Yes,Month-to-month,No,Mailed check,61.65,1393.6,0,63,2926,cliente_activo,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
5820,Desert Hot Springs,1,Fiber optic,Yes,Month-to-month,Yes,Electronic check,89.35,89.35,0,38,2432,cliente_activo,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
5821,Earp,48,Fiber optic,Yes,Month-to-month,Yes,Electronic check,95.4,4445.3,0,33,4334,cliente_activo,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0
5822,El Centro,26,DSL,No,One year,No,Credit card (automatic),35.4,978.6,0,29,2519,cliente_activo,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
5823,Heber,60,No,No internet service,Two year,No,Mailed check,19.95,1258.15,0,72,5971,cliente_activo,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0
5824,Holtville,18,No,No internet service,Month-to-month,No,Mailed check,19.25,331.35,0,22,4769,cliente_activo,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0
5825,La Quinta,4,No,No internet service,One year,Yes,Mailed check,20.4,84.75,0,24,5602,cliente_activo,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0
5826,Mecca,65,No,No internet service,Two year,No,Credit card (automatic),24.75,1715.1,0,39,6263,cliente_activo,0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0
5827,Morongo Valley,70,No,No internet service,Two year,No,Mailed check,25.35,1715.15,0,69,6059,cliente_activo,0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0
5828,North Palm Springs,62,No,No internet service,Two year,No,Bank transfer (automatic),20.0,1250.1,0,37,4402,cliente_activo,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0
5829,Ocotillo,66,DSL,No,Two year,Yes,Electronic check,59.75,3996.8,0,80,5979,cliente_activo,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1
5830,Palm Desert,65,DSL,Yes,Two year,Yes,Bank transfer (automatic),82.5,5215.1,0,26,5314,cliente_activo,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,1
5831,Palm Springs,34,No,No internet service,Month-to-month,No,Mailed check,20.35,673.2,0,68,2864,cliente_activo,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0
5832,Palo Verde,16,Fiber optic,No,Month-to-month,Yes,Bank transfer (automatic),90.8,1442.2,0,66,5560,cliente_activo,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1
5833,Pioneertown,50,Fiber optic,Yes,Month-to-month,Yes,Electronic check,104.95,5222.35,0,39,5570,cliente_activo,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1
5834,Rancho Mirage,71,Fiber optic,Yes,Two year,Yes,Electronic check,105.25,7291.75,0,31,6319,cliente_activo,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1
5835,Salton City,18,No,No internet service,One year,No,Mailed check,23.75,424.5,0,70,3076,cliente_activo,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0
5836,Thousand Palms,4,DSL,No,Month-to-month,Yes,Electronic check,61.3,249.4,0,58,5281,cliente_activo,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
5837,Twentynine Palms,58,DSL,No,Two year,No,Mailed check,75.8,4415.75,0,62,4292,cliente_activo,0,0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1
5838,Twentynine Palms,56,Fiber optic,Yes,One year,Yes,Electronic check,98.0,5270.6,0,25,4615,cliente_activo,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1
5839,White Water,56,DSL,No,One year,Yes,Mailed check,52.0,2884.9,0,55,5845,cliente_activo,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1
5840,Yucca Valley,4,DSL,No,Month-to-month,Yes,Mailed check,64.4,253,0,61,3334,cliente_activo,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
5841,Adelanto,10,DSL,No,Month-to-month,Yes,Credit card (automatic),45.8,436.2,0,80,5586,cliente_activo,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5842,Amboy,4,DSL,No,Month-to-month,No,Electronic check,30.5,118.4,0,29,3030,cliente_activo,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5843,Apple Valley,51,Fiber optic,No,Month-to-month,No,Mailed check,69.15,3649.6,0,55,5187,cliente_activo,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5844,Baker,6,DSL,Yes,One year,Yes,Mailed check,49.25,255.6,0,52,2979,cliente_activo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
5845,Fort Irwin,63,DSL,No,Two year,No,Bank transfer (automatic),39.35,2395.05,0,24,5374,cliente_activo,0,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0
5846,Grand Terrace,48,Fiber optic,Yes,Month-to-month,Yes,Credit card (automatic),105.1,5083.55,0,42,3109,cliente_activo,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1
5847,Big Bear Lake,35,No,No internet service,One year,Yes,Credit card (automatic),20.1,644.5,0,72,3726,cliente_activo,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0
5848,Calimesa,2,No,No internet service,Month-to-month,No,Mailed check,19.75,39.3,0,67,4064,cliente_activo,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0
5849,Cedar Glen,50,No,No internet service,One year,No,Bank transfer (automatic),19.75,989.05,0,71,4934,cliente_activo,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0
5850,Colton,33,Fiber optic,No,Month-to-month,Yes,Bank transfer (automatic),70.4,2406.1,0,29,4860,cliente_activo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5851,Crestline,31,No,No internet service,Two year,No,Mailed check,20.45,638.55,0,35,2598,cliente_activo,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0
5852,Daggett,9,No,No internet service,Two year,No,Mailed check,20.35,191.1,0,70,5352,cliente_activo,0,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0
5853,Death Valley,54,DSL,Yes,Month-to-month,Yes,Electronic check,86.2,4524.05,0,45,6275,cliente_activo,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1
5854,Essex,46,Fiber optic,No,One year,Yes,Credit card (automatic),95.65,4664.2,0,54,4727,cliente_activo,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1
5855,Fawnskin,34,Fiber optic,Yes,One year,Yes,Electronic check,103.8,3470.8,0,78,5382,cliente_activo,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1
5856,Fontana,71,Fiber optic,Yes,Two year,Yes,Electronic check,97.2,6910.3,0,43,4603,cliente_activo,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1
5857,Fontana,63,DSL,No,Two year,No,Mailed check,63.55,4014.2,0,48,5733,cliente_activo,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0
5858,Fontana,51,No,No internet service,Two year,No,Bank transfer (automatic),24.95,1288,0,77,5458,cliente_activo,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0
5859,Forest Falls,64,Fiber optic,Yes,Two year,Yes,Bank transfer (automatic),99.0,6375.8,0,68,5483,cliente_activo,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
5860,Helendale,61,Fiber optic,No,One year,Yes,Bank transfer (automatic),85.55,5251.75,0,62,4845,cliente_activo,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0
5861,Hesperia,15,Fiber optic,Yes,Month-to-month,Yes,Credit card (automatic),94.0,1505.45,0,77,4521,cliente_activo,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
5862,Hinkley,18,DSL,No,Month-to-month,Yes,Electronic check,50.3,913.3,0,65,5877,cliente_activo,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
5863,Lake Arrowhead,57,Fiber optic,Yes,One year,Yes,Electronic check,95.0,5535.8,0,70,6245,cliente_activo,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1
5864,Loma Linda,14,DSL,Yes,Two year,Yes,Bank transfer (automatic),61.4,815.55,0,22,3186,cliente_activo,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0
5865,Lucerne Valley,18,Fiber optic,No,Month-to-month,Yes,Credit card (automatic),80.55,1411.65,0,27,5137,cliente_activo,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
5866,Lytle Creek,72,Fiber optic,No,Two year,No,Bank transfer (automatic),78.5,5602.25,0,69,6072,cliente_activo,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
5867,Mentone,70,Fiber optic,Yes,Two year,No,Credit card (automatic),114.3,8244.3,0,24,4280,cliente_activo,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
5868,Needles,38,No,No internet service,Two year,No,Mailed check,20.05,741.5,0,62,2295,cliente_activo,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0
5869,Nipton,68,DSL,No,Two year,No,Credit card (automatic),62.65,4375.8,0,59,5215,cliente_activo,0,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0
5870,Oro Grande,65,Fiber optic,No,Two year,Yes,Credit card (automatic),92.7,5968.4,0,64,5205,cliente_activo,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
5871,Phelan,30,Fiber optic,Yes,Month-to-month,No,Electronic check,100.45,3096.9,0,32,3936,cliente_activo,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
5872,Pinon Hills,51,DSL,Yes,Two year,Yes,Bank transfer (automatic),75.2,3901.25,0,59,4708,cliente_activo,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1
5873,Redlands,31,Fiber optic,No,Month-to-month,Yes,Credit card (automatic),84.75,2613.4,0,35,3727,cliente_activo,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
5874,Rialto,72,DSL,Yes,Two year,Yes,Bank transfer (automatic),79.5,5661.7,0,78,4390,cliente_activo,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0
5875,Running Springs,37,No,No internet service,One year,Yes,Electronic check,19.8,695.05,0,31,5987,cliente_activo,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0
5876,Sugarloaf,55,Fiber optic,Yes,One year,Yes,Mailed check,100.9,5552.05,0,22,5101,cliente_activo,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
5877,Tecopa,33,Fiber optic,Yes,Month-to-month,Yes,Bank transfer (automatic),95.3,3275.15,0,38,3087,cliente_activo,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0
5878,Victorville,46,Fiber optic,Yes,One year,No,Bank transfer (automatic),90.95,4236.6,0,38,5187,cliente_activo,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0
5879,Victorville,1,DSL,No,Month-to-month,No,Electronic check,54.5,54.5,0,54,4359,cliente_activo,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0
5880,San Bernardino,19,DSL,No,Month-to-month,Yes,Bank transfer (automatic),49.6,962.9,0,27,5735,cliente_activo,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
5881,San Bernardino,61,No,No internet service,Two year,Yes,Credit card (automatic),25.0,1498.35,0,54,4673,cliente_activo,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0
5882,San Bernardino,26,DSL,No,Month-to-month,No,Electronic check,45.45,1233.15,0,68,5451,cliente_activo,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5883,San Bernardino,45,Fiber optic,Yes,Month-to-month,Yes,Bank transfer (automatic),107.75,4882.8,0,27,3301,cliente_activo,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1
5884,San Bernardino,62,Fiber optic,No,Two year,Yes,Credit card (automatic),89.1,5411.65,0,68,5995,cliente_activo,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1
5885,Riverside,3,DSL,No,Month-to-month,No,Mailed check,44.75,148.05,0,20,3422,cliente_activo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5886,Riverside,41,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),101.6,3930.55,0,52,3275,cliente_activo,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0
5887,Riverside,67,Fiber optic,Yes,Two year,No,Bank transfer (automatic),103.15,6895.5,0,40,4376,cliente_activo,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1
5888,Riverside,71,Fiber optic,No,One year,No,Mailed check,95.65,6856.95,0,65,5856,cliente_activo,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
5889,Riverside,37,DSL,Yes,One year,No,Bank transfer (automatic),75.1,2658.8,0,64,4131,cliente_activo,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1
5890,Riverside,60,DSL,No,Two year,Yes,Mailed check,61.35,3766.2,0,79,6174,cliente_activo,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0
5891,March Air Reserve Base,6,No,No internet service,Month-to-month,No,Credit card (automatic),19.7,129.55,0,74,5387,cliente_activo,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0
5892,Lake Elsinore,11,DSL,No,Month-to-month,No,Bank transfer (automatic),51.0,581.7,0,49,5777,cliente_activo,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
5893,Anza,10,Fiber optic,Yes,Month-to-month,Yes,Electronic check,88.85,929.45,0,54,4531,cliente_activo,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
5894,Hemet,34,No,No internet service,Two year,No,Credit card (automatic),20.05,679,0,29,2236,cliente_activo,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0
5895,Hemet,62,DSL,Yes,Two year,Yes,Mailed check,65.1,3846.75,0,47,5172,cliente_activo,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
5896,Hemet,64,DSL,Yes,One year,Yes,Mailed check,70.15,4480.7,0,49,5037,cliente_activo,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0
5897,Idyllwild,25,No,No internet service,Two year,Yes,Mailed check,20.75,499.4,0,74,5161,cliente_activo,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0
5898,Moreno Valley,26,DSL,No,One year,Yes,Mailed check,56.05,1553.2,0,46,3079,cliente_activo,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
5899,Moreno Valley,10,No,No internet service,One year,Yes,Bank transfer (automatic),19.95,219.5,0,48,3044,cliente_activo,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0
5900,Moreno Valley,53,Fiber optic,No,One year,No,Mailed check,98.6,5311.85,0,20,4635,cliente_activo,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1
5901,Mountain Center,33,Fiber optic,No,Month-to-month,Yes,Credit card (automatic),79.0,2576.8,0,21,4396,cliente_activo,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
5902,Murrieta,71,Fiber optic,Yes,Two year,No,Credit card (automatic),89.45,6435.25,0,72,6004,cliente_activo,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
5903,Murrieta,29,Fiber optic,No,Month-to-month,Yes,Electronic check,74.2,1993.25,0,55,3982,cliente_activo,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
5904,Nuevo,24,DSL,Yes,Month-to-month,No,Bank transfer (automatic),81.0,1923.85,0,50,3019,cliente_activo,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1
5905,Perris,20,DSL,No,Month-to-month,Yes,Electronic check,49.6,939.8,0,68,3235,cliente_activo,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
5906,Perris,1,Fiber optic,No,Month-to-month,Yes,Electronic check,84.6,84.6,0,46,2196,cliente_activo,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
5907,Menifee,72,DSL,Yes,Two year,Yes,Bank transfer (automatic),84.2,5986.55,0,69,5598,cliente_activo,0,0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1
5908,Sun City,52,Fiber optic,Yes,Two year,Yes,Electronic check,106.3,5487,0,36,4969,cliente_activo,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1
5909,Sun City,9,Fiber optic,No,Month-to-month,No,Electronic check,69.05,651.5,0,50,5121,cliente_activo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5910,Sun City,1,DSL,No,Month-to-month,Yes,Mailed check,45.4,45.4,0,50,4916,cliente_activo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5911,Wildomar,69,Fiber optic,Yes,Two year,Yes,Electronic check,99.35,6856.45,0,73,4637,cliente_activo,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1
5912,Winchester,1,DSL,No,Month-to-month,Yes,Mailed check,50.75,50.75,0,80,2250,cliente_activo,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
5913,Irvine,54,DSL,Yes,Two year,No,Bank transfer (automatic),87.1,4735.2,0,44,5418,cliente_activo,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1
5914,Irvine,33,No,No internet service,One year,Yes,Mailed check,20.15,682.15,0,57,5759,cliente_activo,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0
5915,Irvine,45,Fiber optic,No,One year,Yes,Bank transfer (automatic),98.7,4525.8,0,66,2535,cliente_activo,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1
5916,Foothill Ranch,11,DSL,No,Month-to-month,No,Electronic check,25.2,321.05,0,57,5916,cliente_activo,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5917,Irvine,6,DSL,No,Month-to-month,Yes,Bank transfer (automatic),55.7,335.65,0,45,2482,cliente_activo,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
5918,Irvine,21,DSL,No,Month-to-month,No,Bank transfer (automatic),65.35,1424.4,0,45,2887,cliente_activo,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
5919,Irvine,65,No,No internet service,Two year,Yes,Bank transfer (automatic),25.3,1748.55,0,51,4533,cliente_activo,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0
5920,Costa Mesa,43,No,No internet service,Two year,No,Mailed check,24.25,1077.95,0,51,4432,cliente_activo,0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0
5921,Huntington Beach,60,DSL,No,Two year,No,Bank transfer (automatic),60.5,3694.45,0,43,6026,cliente_activo,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0
5922,Huntington Beach,17,DSL,No,Month-to-month,No,Credit card (automatic),25.1,382.8,0,33,4580,cliente_activo,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
