,Tenure Months,Monthly Charges,Total Charges,Churn Score,CLTV,Dependents_Yes,Multiple Lines_Yes,Online Security_Yes,Online Backup_No internet service,Online Backup_Yes,Device Protection_No internet service,Device Protection_Yes,Tech Support_No internet service,Tech Support_Yes,Streaming TV_No internet service,Streaming TV_Yes,Contract_One year,Paperless Billing_Yes,Internet Service_No,Streaming Movies_No internet service,Streaming Movies_Yes,Payment Method_Electronic check,Payment Method_Mailed check,predicciones,reales
5905,33,20.15,682.15,57,5759,1,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0
5906,45,98.7,4525.8,66,2535,0,1,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0
5907,11,25.2,321.05,57,5916,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5908,6,55.7,335.65,45,2482,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5909,21,65.35,1424.4,45,2887,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5910,65,25.3,1748.55,51,4533,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0
5911,43,24.25,1077.95,51,4432,1,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0
5912,60,60.5,3694.45,43,6026,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5913,17,25.1,382.8,33,4580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5914,35,20.05,746.75,49,3942,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0
5915,12,30.25,368.85,64,5988,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
5916,1,20.2,20.2,42,4496,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0
5917,28,59.9,1654.7,69,4131,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
5918,70,25.15,1940.85,30,4279,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0
5919,18,101.3,1794.65,80,5948,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
5920,70,76.95,5289.8,47,6280,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0
5921,9,55.3,501.2,80,4291,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
5922,67,92.45,6140.85,80,5857,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
5923,1,48.45,48.45,27,5838,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5924,18,19.35,309.25,36,2269,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0
5925,71,86.7,6179.35,44,4485,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
5926,1,55.7,55.7,36,5664,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5927,55,84.25,4589.85,30,5735,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
5928,59,64.65,3735.45,38,5687,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0
5929,7,69.2,477.55,73,2551,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
5930,45,54.65,2553.7,39,5083,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5931,54,24.75,1342.15,70,6466,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0
5932,51,23.95,1216.35,26,5895,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0
5933,72,105.0,7578.05,56,6423,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
5934,44,59.85,2603.95,35,5981,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
5935,2,20.05,42.7,58,4394,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0
5936,66,92.15,6056.9,77,4928,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
5937,68,44.8,2983.65,68,4112,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
5938,31,20.9,689.35,46,5581,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0
5939,21,95.4,2025.1,47,5691,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
5940,21,80.35,1747.2,62,4579,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5941,55,85.1,4657.95,67,5661,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
5942,71,115.05,8016.6,53,4438,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
5943,22,19.95,433.5,61,2233,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0
5944,67,86.15,5883.85,31,5037,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
5945,14,78.85,1043.8,44,5327,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5946,21,86.55,1857.25,67,5318,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5947,4,42.4,146.4,74,4282,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5948,70,24.25,1724.15,75,4118,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0
5949,21,20.5,429.55,62,5766,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0
5950,20,19.6,356.15,27,5909,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0
5951,22,20.25,488.25,51,3339,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0
5952,63,20.6,1298.7,23,6469,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0
5953,70,19.8,1378.75,22,5169,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0
5954,5,80.2,384.25,46,3391,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
5955,72,116.4,8543.25,74,6491,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
5956,13,31.65,389.95,49,4959,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
5957,61,94.15,5731.85,70,4806,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
5958,1,20.65,20.65,56,2729,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0
5959,56,76.85,4275.75,66,6035,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5960,4,20.15,84.5,75,5535,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0
5961,35,55.25,1924.1,24,5498,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5962,72,82.15,5784.3,70,4552,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
5963,49,103.0,5166.2,75,5023,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
5964,44,95.1,4060.55,20,2221,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
5965,37,95.15,3532.85,22,3407,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
5966,61,79.8,4914.8,24,6432,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0
5967,70,74.8,5315.8,60,6447,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
5968,41,20.45,775.6,80,2839,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0
5969,70,78.35,5445.95,42,4422,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
5970,51,19.1,1007.8,78,4120,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0
5971,42,20.0,833.55,46,3413,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0
5972,48,19.95,1004.5,44,4254,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0
5973,48,24.0,1183.05,66,3948,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0
5974,27,19.15,501.35,38,5606,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0
5975,46,91.3,4126.35,43,3191,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
5976,25,19.15,477.6,57,3829,1,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0
5977,13,19.75,265.75,41,2016,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0
5978,31,75.5,2424.45,61,5611,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0
5979,23,83.75,1849.95,78,3585,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
5980,2,19.4,61.05,63,5816,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0
5981,65,26.5,1698.55,46,4404,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0
5982,55,19.15,998.1,29,5390,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0
5983,35,40.9,1383.6,78,5691,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0
5984,6,80.25,493.4,26,2706,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
5985,17,70.8,1207.0,56,5420,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
5986,10,60.2,563.5,52,5318,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
5987,15,55.2,864.55,73,3608,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
5988,13,54.15,701.05,43,4977,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
5989,58,100.4,5749.8,64,4005,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0
5990,45,62.55,2796.45,80,2935,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
5991,72,70.45,5165.7,48,4463,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
5992,68,85.5,5696.6,48,4380,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
5993,38,54.5,2076.05,23,5499,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5994,2,20.75,44.2,79,3976,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0
5995,11,20.35,215.25,46,5597,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0
5996,20,91.0,1859.5,57,3748,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0
5997,72,104.8,7470.1,21,4165,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
5998,40,51.1,2092.9,67,3355,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
5999,62,89.8,5629.55,67,4981,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6000,22,20.55,469.85,44,3169,1,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,0
6001,11,64.05,733.95,24,4171,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6002,7,74.85,485.25,44,2259,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
6003,3,25.0,78.25,70,2730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6004,58,20.3,1131.5,20,4335,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0
6005,6,26.35,184.05,22,2189,1,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0
6006,22,54.7,1178.75,53,5722,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
6007,64,90.25,5629.15,53,4799,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
6008,6,20.65,109.3,79,3266,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0
6009,39,25.45,958.45,53,5986,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0
6010,20,19.5,403.15,59,4700,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0
6011,64,66.15,4392.5,25,4703,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
6012,46,69.1,3168.0,53,2333,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
6013,28,39.1,1096.6,59,2305,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0
6014,33,20.05,669.45,22,5759,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0
6015,39,59.8,2343.85,58,3093,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
6016,1,48.6,48.6,24,3704,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
6017,70,105.35,7511.9,34,5866,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
6018,65,25.1,1725.0,46,5449,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0
6019,1,49.75,49.75,79,2908,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6020,18,94.75,1691.9,40,4477,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0
6021,24,93.0,2248.05,29,5886,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0
6022,63,71.9,4479.2,38,5816,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
6023,44,77.55,3471.1,43,5044,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0
6024,4,19.85,63.0,71,5918,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,0
6025,37,95.25,3314.15,29,2969,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0
6026,34,25.05,852.7,29,3800,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6027,35,53.15,1930.9,43,5638,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
6028,4,20.15,91.4,26,2198,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0
6029,39,101.25,3949.15,77,3172,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0
6030,43,100.55,4304.0,65,4499,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0
6031,61,25.3,1554.9,71,4501,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0
6032,49,71.8,3472.05,79,6193,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
6033,4,19.7,117.8,43,5018,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0
6034,64,49.85,3210.35,56,5644,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0
6035,3,69.6,207.4,39,5487,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
6036,1,19.75,19.75,27,3068,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0
6037,40,80.8,3132.75,26,3387,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
6038,34,64.2,2106.3,34,2225,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
6039,1,35.0,35.0,54,4099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
6040,45,19.2,903.7,24,3451,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0
6041,43,90.65,3882.3,27,2496,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0
6042,41,20.0,879.8,60,5743,1,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0
6043,5,74.65,383.65,34,3319,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
6044,72,61.2,4390.25,38,4085,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
6045,4,19.95,68.2,35,2195,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0
6046,9,54.8,452.8,73,2848,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
6047,72,73.45,5329.0,29,5540,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
6048,33,51.45,1758.9,59,4935,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0
6049,72,80.45,5737.6,62,4202,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6050,15,85.3,1219.85,51,5559,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
6051,29,79.3,2414.55,21,3172,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
6052,15,76.5,1155.6,76,3851,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
6053,72,25.4,1809.35,51,6141,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0
6054,19,86.85,1564.4,64,5072,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
6055,1,19.65,19.65,31,3192,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0
6056,2,45.55,84.4,70,4372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6057,11,78.1,864.85,50,2333,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
6058,12,19.3,228.75,77,2868,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0
6059,70,110.5,7752.05,64,5979,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0
6060,23,20.3,470.6,43,3630,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0
6061,49,81.35,4060.9,69,4537,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
6062,2,55.3,108.65,67,4594,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0
6063,69,56.55,3952.65,28,4162,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
6064,24,19.7,494.05,31,3594,1,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0
6065,32,104.05,3416.85,60,2335,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0
6066,27,52.85,1498.65,23,2842,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6067,58,80.65,4807.35,33,6043,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6068,18,24.65,471.35,78,5231,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0
6069,47,21.3,1041.8,30,2861,1,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0
6070,70,110.2,7689.8,53,4098,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0
6071,36,51.05,1815.0,56,2161,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6072,67,19.8,1311.3,75,4260,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0
6073,10,19.9,199.45,65,5811,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0
6074,19,87.3,1637.3,70,4447,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0
6075,71,19.85,1326.35,54,6342,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0
6076,72,89.4,6376.55,52,6044,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
6077,48,20.0,935.9,50,2608,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0
6078,1,20.05,20.05,79,2067,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0
6079,18,83.25,1611.15,43,2065,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0
6080,67,102.9,6989.7,52,5869,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
6081,69,39.1,2779.5,53,5987,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
6082,72,114.5,8331.95,47,6051,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
6083,38,20.2,735.9,71,4947,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0
6084,40,55.8,2283.3,78,3587,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
6085,61,24.2,1445.2,51,6201,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0
6086,32,72.8,2333.05,78,3278,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
6087,21,99.85,1992.55,74,2113,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
6088,59,99.5,5890.0,50,5513,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0
6089,47,20.25,1029.8,64,5134,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0
6090,69,26.0,1796.55,22,4933,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0
6091,2,19.9,33.7,58,5824,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0
6092,22,19.05,454.05,30,4312,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0
6093,15,96.5,1392.25,61,2394,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
6094,53,19.85,1049.6,36,6338,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0
6095,28,25.7,734.6,80,3136,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0
6096,22,20.3,475.1,50,4510,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0
6097,16,91.55,1540.05,46,4045,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0
6098,48,39.4,1978.65,26,5701,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
6099,30,105.7,3181.8,54,2455,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
6100,3,70.25,229.7,46,2156,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
6101,57,93.75,5625.55,75,4276,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
6102,23,60.0,1347.15,54,3835,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
6103,65,59.8,3808.2,37,6034,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
6104,44,90.65,3974.15,26,3786,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0
6105,71,109.0,7661.8,35,4204,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
6106,37,68.1,2479.25,60,2873,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
6107,12,20.4,266.6,60,4497,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0
6108,69,81.95,5601.4,59,6182,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
6109,35,60.55,1982.6,34,3463,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
6110,5,65.6,339.9,65,5636,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
6111,58,82.5,4828.05,25,4348,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6112,72,82.3,5980.55,76,5219,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
6113,72,68.15,4808.7,34,4613,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
6114,1,20.3,20.3,31,2507,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0
6115,53,20.2,1068.15,22,6050,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0
6116,27,89.2,2383.6,54,4384,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0
6117,18,74.8,1438.05,39,4809,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6118,46,20.2,917.45,35,3136,1,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0
6119,72,84.4,6096.45,44,5046,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
6120,4,25.15,99.95,31,3891,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
6121,25,19.8,475.2,20,3875,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0
6122,40,50.85,2036.55,35,2819,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0
6123,63,102.4,6444.05,43,5096,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0
6124,14,55.5,767.55,68,3520,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
6125,72,109.75,7932.5,53,4265,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
6126,39,106.4,4040.65,66,4111,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0
6127,47,60.0,2768.65,48,3248,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
6128,19,88.8,1672.35,63,4600,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
6129,17,80.05,1345.65,27,3443,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6130,34,75.55,2425.4,22,5381,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
6131,42,49.55,2077.95,43,3637,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
6132,71,23.9,1663.5,59,5471,1,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0
6133,19,66.4,1286.05,22,4533,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6134,57,18.8,1094.35,58,6466,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0
6135,72,108.4,7719.5,33,4394,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0
6136,6,85.95,514.6,80,3291,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0
6137,61,80.9,4932.5,64,4161,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
6138,48,111.8,5443.65,57,3922,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
